Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
83807,2024-03-03,****,INCIDENTE,COLISÃO COM AVE,MACEIÓ,AL,SBMO,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83807,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83787,2024-03-03,****,INCIDENTE,COLISÃO COM AVE,NAVEGANTES,SC,SBNF,NÃO REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83787,"Durante a fase de pouso, houve colisão com ave."
83770,2024-03-03,****,INCIDENTE,COLISÃO COM AVE,PORTO ALEGRE,RS,SBPA,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83770,"Durante a fase de pouso, houve colisão com ave."
83769,2024-03-03,****,INCIDENTE,COLISÃO COM AVE,GOIÂNIA,GO,SBGO,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83769,"Durante a fase de aproximação, houve colisão com ave."
84032,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,VÁRZEA GRANDE,MT,SBCY,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84032,"Durante a fase de pouso, houve colisão com ave."
83851,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,RIO DE JANEIRO,RJ,SBJR,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83851,"Durante a fase de cruzeiro, houve colisão com ave."
83823,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,FLORIANÓPOLIS,SC,SBFL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83823,"Durante a fase de decolagem, houve colisão com ave."
83811,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,SBMT,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83811,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83775,2024-03-02,PPZJA,ACIDENTE,PERDA DE CONTROLE EM VOO,BARREIRAS,BA,SNDH,EXPERIMENTAL,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/83775,"A aeronave decolou do aeródromo ABA (SNDH), no município de Barreiras, BA, por volta das 12h55min (UTC), a fim de efetuar voo local, com um tripulante e dois passageiros a bordo. Durante o voo, houve perda de controle em voo e a aeronave colidiu contra o solo."
83773,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,BELÉM,PA,SBBE,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83773,"Durante a fase de pouso, houve colisão com ave."
83772,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,NAVEGANTES,SC,SBNF,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83772,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83768,2024-03-02,****,INCIDENTE,COLISÃO COM FAUNA,RIO BRANCO,AC,SBRB,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83768,"Durante revisão de pista, foi recolhida carcaça de fauna. Não foi possível identificar a aeronave envolvida na ocorrência."
83744,2024-03-02,****,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83744,"Durante a fase de aproximação, houve colisão com ave."
83914,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,CURITIBA,PR,SBBI,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83914,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83836,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83836,"Durante inspeção de trânsito/intervoo, foi verificado vestígio de colisão com ave."
83831,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,SÃO ROQUE,SP,SBJH,NÃO REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83831,"Durante inspeção de trânsito/intervoo, foi verificado vestígio de colisão com ave."
83825,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,ILHÉUS,BA,SBIL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83825,"Durante a fase de pouso, houve colisão com ave."
83814,2024-03-01,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83814,"A aeronave decolou do aeroporto Viracopos (SBKP), Campinas, SP, com destino ao aeroporto Eduardo Gomes (SBEG), Manaus, AM, a fim de realizar transporte aéreo público regular. Durante a fase de decolagem, a aeronave apresentou mau funcionamento do sistema elétrico e de navegação. Após os procedimentos previstos em manual, a aeronave retornou para o aeroporto de origem Viracopos (SBKP)."
83813,2024-03-01,PREVP,INCIDENTE GRAVE,EXCURSÃO DE PISTA,SÃO BORJA,RS,FAER,AGRÍCOLA,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/83813,"A aeronave decolou da área de pouso de uso aeroagricola na Fazenda Mercês Agro Alimentos, no município de São Borja, RS, a fim de realizar aplicação de fungicida em lavoura de soja, com um piloto a bordo. Após a corrida de decolagem a aeronave realizou um pouso logo à frente da cabeceira oposta."
83804,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,CHAPECÓ,SC,SBCH,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83804,"Durante a fase de pouso, houve colisão com ave."
83801,2024-03-01,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83801,"Aeronave decolou do aeródromo Comandante Rolim Adolfo Amaro (SBJD), Jundiaí, SP, com destino ao aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, a fim de realizar um voo de instrução, com um instrutor e um aluno a bordo. Durante a aproximação para pouso, o motor esquerdo apresentou perda de pressão do óleo. Foi realizado corte preventivo do motor e o pouso ocorreu normalmente. Após o pouso a aeronave permaneceu na pista aguardando ser retirada."
83797,2024-03-01,PTUIH,ACIDENTE,"FALHA OU MAU FUNCIONAMENTO DO MOTOR, OPERAÇÃO A BAIXA ALTITUDE",MARCELÂNDIA,MT,FAER,AGRÍCOLA,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/83797,"A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Campos Novos, no município de Marcelândia, MT, a fim de realizar voo de pulverização agrícola na Fazenda Vaca Branca, com um tripulante a bordo. Durante curva de reposicionamento na área de aplicação, a aeronave apresentou falha do motor, veio a colidir contra árvores e cair sobre a área de mata fechada."
83796,2024-03-01,****,INCIDENTE,EXCURSÃO DE PISTA,BOA VISTA,RR,SBBV,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83796,"A aeronave decolou do aeroporto Eduardo Gomes (SBEG), no município de Manaus, AM, com destino ao aeroporto de Boa Vista (SBBV), município de Boa Vista, RR, a fim de realizar voo de transporte de passageiros, com 02 tripulantes e 12 passageiros a bordo. Durante o pouso, a aeronave ultrapassou os limites disponíveis da pista e parou em área interditada para obras."
83776,2024-03-01,PPJAX,INCIDENTE GRAVE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE, FALHA OU MAU FUNCIONAMENTO DO MOTOR",TAUÁ,CE,FAER,TÁXI AÉREO,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/83776,"A aeronave decolou do Aeródromo Presidente Juscelino Kubitschek (SBBR), Brasília, DF, por volta das 07h15min (UTC), com destino ao Aeródromo Pinto Martins (SBFZ), Fortaleza, CE, a fim de realizar um voo privado com dois pilotos e dez passageiros a bordo. Durante o voo ocorreu o apagamento dos dois motores. Após procedimentos, os motores foram reacionados e o pouso foi efetuado no aeródromo de destino sem demais intercorrências."
83774,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,NAVEGANTES,SC,SBNF,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83774,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência"
83771,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,PORTO ALEGRE,RS,SBPA,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83771,"Durante a fase de pouso, houve colisão com ave."
83762,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,PORTO SEGURO,BA,SBPS,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83762,"Durante a fase de pouso, houve colisão com aves."
83761,2024-03-01,****,INCIDENTE,COLISÃO COM FAUNA,FORTALEZA,CE,SBFZ,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83761,"Durante a fase de pouso, houve colisão com fauna."
83752,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,SBGR,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83752,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83751,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,JOINVILLE,SC,SBJV,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83751,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83749,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,JOÃO PESSOA,PB,SBJP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83749,"Durante a fase de pouso, houve colisão com aves."
83748,2024-03-01,****,INCIDENTE,COLISÃO COM AVE,VÁRZEA GRANDE,MT,SBCY,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83748,"Durante a fase de pouso, houve colisão com ave."
84010,2024-02-29,****,INCIDENTE,COLISÃO COM AVE,GOIÂNIA,GO,SBGO,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84010,"Durante a fase de pouso, houve colisão com ave."
84009,2024-02-29,****,INCIDENTE,COLISÃO COM AVE,CONFINS,MG,SBCF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84009,"Durante a fase de decolagem, houve colisão com ave."
83793,2024-02-29,****,INCIDENTE,OPERAÇÕES NO SOLO,BRASÍLIA,DF,SBBR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83793,"Durante manutenção prevista, a aeronave, que se encontrava em solo no aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, sofreu uma colisão com um veículo que prestava apoio. A aeronave permaneceu na manutenção para reparos dos danos ocasionados pela colisão."
83790,2024-02-29,****,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,SBSP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83790,"Durante a fase de decolagem, houve colisão com aves."
83783,2024-02-29,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,SBSV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83783,"A aeronave decolou do Aeroporto Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, com destino ao Aeroporto do Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, a fim de realizar transporte aéreo regular. Durante a fase de decolagem, a aeronave apresentou mensagem de Sistema Anticolisão de Tráfego (TCAS) desligado, quando que o mesmo estava em funcionamento. Os procedimentos previstos em manual foram realizados e o voo prosseguiu para o aeródromo de destino, onde o pouso foi realizado sem intercorrências."
83782,2024-02-29,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO VELHO,RO,SBPV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83782,"A aeronave decolou do Aeroporto Governador Jorge Teixeira de Oliveira (SBPV), Porto Velho, RO, com destino ao Aeroporto Eduardo Gomes (SBEG), Manaus, AM, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, a aeronave apresentou mensagem de que o sistema elétrico de energia reserva estava ligado. Após a realização dos procedimentos previsto em manual, o voo retornou para o aeródromo de origem. O pouso foi realizado normalmente. Todavia, foi observado cheiro de queimado. A aeronave foi entregue para equipe de manutenção."
83754,2024-02-29,****,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,SBSP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83754,"Durante a fase de pouso, houve colisão com ave."
83741,2024-02-29,****,INCIDENTE,COLISÃO COM AVE,RECIFE,PE,SBRF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83741,"Durante a fase de pouso, houve colisão com ave."
83740,2024-02-29,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83740,"A aeronave decolou do aeroporto Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao aeroporto de Congonhas - Deputado Freitas Nobre (SBSP), São Paulo, SP, a fim de realizar transporte aéreo público regular. Durante o voo, a aeronave apresentou mensagem de falha no sistema hidráulico. O voo alternou pouso no aeroporto Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ. Não houve mais intercorrências."
84031,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,FERNANDO DE NORONHA,PE,SBFN,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84031,"Durante a fase de pouso, houve colisão com ave."
84005,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,MANAUS,AM,SBEG,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84005,"Durante a fase de aproximação, houve colisão com ave."
83850,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,BOITUVA,SP,FAER,NÃO REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83850,"A aeronave decolou do aeródromo Comandante Rolim Adolfo Amaro (SBJD), Jundiaí, SP, com destino ao aeródromo Sorocaba (SDCO), Sorocaba, SP a fim de realizar um voo de translado, com dois tripulantes a bordo. Durante o voo de cruzeiro, pelos corredores visuais, ocorreu a colisão com uma ave. O pouso foi realizado sem intercorrências."
83827,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,BRASÍLIA,DF,SBBR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83827,"Durante a fase de decolagem, houve colisão com ave."
83753,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,JOINVILLE,SC,SBJV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83753,"Durante a fase de pouso, houve colisão com ave."
83750,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,SALVADOR,BA,SBSV,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83750,"Durante revisão de pista, foi recolhida carcaça de ave. Não foi possível identificar a aeronave envolvida na ocorrência."
83731,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83731,"Durante a fase de pouso, houve colisão com ave."
83662,2024-02-28,****,INCIDENTE,COLISÃO COM AVE,GOIANÁ,MG,SBZM,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83662,"Durante a fase de aproximação, houve colisão com ave."
83660,2024-02-28,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83660,"A aeronave decolou do Aeroporto Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao Aeroporto de Congonhas - Deputado Freitas Nobre (SBSP), São Paulo, SP, para realizar transporte aéreo público regular. Durante o voo, a aeronave apresentou mau funcionamento do sistema hidráulico. Os procedimentos previstos em manual foram realizados e o voo alternou destino para o Aeroporto do Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ. O pouso foi realizado sem intercorrências."
83659,2024-02-28,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELÉM,PA,SBBE,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83659,"A aeronave decolou do Aeroporto Val de Cans - Júlio Cezar Ribeiro (SBBE), Belém, PA, com destino ao Aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, a aeronave apresentou falha elétrica nos geradores. Após a execução dos procedimentos previstos em manual, o voo retornou para o aeródromo de origem. O pouso foi realizado sem mais intercorrências."
83639,2024-02-28,PTPBC,ACIDENTE,"EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO",ALENQUER,PA,SD8G,POLICIAL,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/83639,"A aeronave decolou do aeródromo Maestro Wilson Fonseca (SBSN), Santarém, PA com destino ao aeródromo Fazenda Tambaú (SD8G), Alenquer, PA, a fim realizar transporte de pessoal, com dois tripulantes e seis passageiros a bordo. Durante o pouso, ocorreu a perda de controle no solo e a saída da aeronave da pista."
84008,2024-02-27,****,INCIDENTE,COLISÃO COM AVE,ILHÉUS,BA,SBIL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/84008,"Durante a fase de pouso, houve colisão com ave."
83819,2024-02-27,****,INCIDENTE,COLISÃO COM AVE,ILHÉUS,BA,SBIL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83819,"Durante a fase de pouso, houve colisão com ave."
83781,2024-02-27,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83781,"A aeronave decolou do Aeroporto Afonso Pena (SBCT), Curitiba, PR, com destino ao Aeroporto de Congonhas - Deputado Freitas Nobre (SBSP), São Paulo, SP, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, a aeronave apresentou mensagem de falha da unidade #1 de interface de controle do trem de pouso. Após a realização dos procedimentos previstos em manual, o voo alternou destino para o Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP. O pouso ocorreu sem intercorrências."
83780,2024-02-27,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,SBSP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83780,"A aeronave decolou do Aeroporto de Congonhas - Deputado Freitas Nobre (SBSP), São Paulo, SP, com destino ao Aeroporto Governador José Richa (SBLO), Londrina, PR, a fim de realizar transporte aéreo público regular. Durante a decolagem, a aeronave apresentou mensagem de falha no sistema hidráulico. O voo alternou destino para o Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP,  onde o pouso ocorreu normalmente."
83779,2024-02-27,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS,AM,SBEG,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83779,"A aeronave decolou do Aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao Aeroporto Eduardo Gomes (SBEG), Manaus, AM, a fim de realizar transporte aéreo público regular. Durante a fase de aproximação, ocorreu o acionamento inadvertido do alerta sonoro do Sistema de Alerta de Proximidade com o solo. O pouso foi realizado normalmente."
83778,2024-02-27,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RECIFE,PE,SBRF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83778,"A aeronave decolou do Aeroporto dos Guararapes - Gilberto Freyre (SBRF), Recife, PE, com destino ao aeródromo Serra da Capivara (SWKQ), no município de São Raimundo Nonato, PI, a fim de realizar transporte aéreo publico regular. Durante a fase de cruzeiro, a aeronave apresentou mau funcionamento no sistema de aquecimento, elevando a temperatura da cabine. Após a realização dos procedimento previstos no manual, o voo retornou para o aeródromo de origem. O pouso foi realizado sem intercorrências."
83759,2024-02-27,****,INCIDENTE,COLISÃO COM FAUNA,FORTALEZA,CE,SBFZ,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/83759,"Durante revisão de pista, foi recolhida carcaça de fauna. Não foi possível identificar a aeronave envolvida na ocorrência."
